category,page_url,picture_url,title,company,work,qualification,favor,welfare,skill_stack,place,money,employee,first_cleaned_all
하드웨어 엔지니어,https://www.wanted.co.kr/wd/112172,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F27344%2F2zm5itcv4dvxju9h__1080_790.jpg&w=1000&q=75,자율비행드론시스템 - Robotics 엔지니어,브룩허스트거라지,"• 자체 개발한 드론자율비행 알고리즘 stack을 적용한 자율비행시스템 개발
• 자체 개발한 드론자율비행 알고리즘 stack 성능 개선 작업에 참여
• Aerial robot navigation sysem 개발 업무
• 하드웨어, 펌웨어, 소프트웨어 팀과 협업","• 관련 학과 석사 이상:
  Robotics, Mechatronics, Mechanical, 전기·전자공학, 항공우주공학 외 관련 학과
• ROS 및 ROS 2 경험 있으신 분
• Robot perception, sensor fusion, SLAM, state estimation, path planning or control
  분야 개발 경험 있으신 분
• 업무 영어 및 국제학술대회 참관이 가능하신 분","• 관련 학과 박사 학위 소지자
• 관련 학과 박사 학위 취득 후 실무 2년 이상
• 드론 조종 자격증 소지하신 분
• 드론, flight controller 제작 및 비행제어 control(PID tuning) 경험 있으신 분
• 그외 ground robot, 자율주행 로봇, 로봇 제품 상용화 경험 등이 있으신 분 
• 영어 실력이 뛰어나신 분(원어민 수준 혹은 그에 준하는 수준)","• 자율 출퇴근/재택 근무 병행,  수평적 조직 운영
• 호칭 ""님""으로 통일. 직급 체계 없음
• 점심식사, 저녁식사 제공, 주차비 일부 지원
• 구성원들이 선택하는 여러 종류의 원두커피와 간식 제공
• 최상의 개발 환경 및 지원 체계
• 동종 업계 평균 이상의 처우를 기본으로 함
• 입사 후 개인별 수준에 맞춘 영어회화 프로그램 지원
• 개방적, 창조적, 미래 지향적 회사 분위기","Confluence
JIRA
Slack
Linux
Solidworks
RTOS
구글 문서
Altium
ROS
Altium Designer
Solidworks Simulation
NX Unigraphics","용인시 기흥구 기흥로 58-1, A동 504호(기흥ICT밸리 SK V1)",5852,11,자율 출퇴근 재택 근무 병행 수평 조직 운영 호칭 통일 직급 체계 점심식사 저녁식사 제공 차비 일부 지원 구성원 선택 여러 종류 커피 간식 제공 최상 개발 환경 지원 체계 업계 평균 처우 기본 입사 개인 수준 맞추다 영어 회화 프로그램 지원 개방 창조 미래 지향 회사 분위기 주업무 전자전기 회로설계 및 테스트 펌웨어 개발 지원 일반 회로 설계 경력자 북미 모바일 키친용 자동 조리기구 볶음 치킨 및 모바일 자동 키친 트럭 개발 STM F MCU 기반 시스템 제어보드 설계 자동제어 시스템 전장 설계 및 설치 센서 제어 및 신호 수집 회로 설계 부업무 인증 및 양산 지원 기술문서 작성자체 개발 드론 자율 비행 알고리즘 적용 자율 비행 시스템 개발 자체 개발 드론 자율 비행 알고리즘 성능 개선 작업 참여 개발 업무 하드웨어 펌웨어 소프트웨어 협업 자체 개발한 드론자율비행 알고리즘 stack을 적용한 자율비행시스템 개발 자체 개발한 드론자율비행 알고리즘 stack 성능 개선 작업에 참여 Aerial robot navigation sysem 개발 업무 하드웨어 펌웨어 소프트웨어 팀과 협업
하드웨어 엔지니어,https://www.wanted.co.kr/wd/112178,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F27344%2F2zm5itcv4dvxju9h__1080_790.jpg&w=1000&q=75,자율비행드론시스템 - Field support 담당,브룩허스트거라지,"• 자율비행드론/베이스 스테이션/Web application SW 고객 site 설치 및 adaptation
  업무 support
• 고객 사이트에서 시스템 초기 운용 상황 제어 및 field support
• Field 에서 발생하는 하드웨어/소프트웨어/기구 등 technical issue 사항 취합 및
  본사에 보고, 간단한 사항은 현장에서 조치 혹은 해결
• 미주/유럽/기타 지역 고객 site 출장 및 field support 업무
• 본사의 하드웨어/소프트웨어/기구 등 제품 개발팀에 대한 field support 업무 혹은  
  협업 업무 수행","• 드론 혹은 자율주행 로봇 관련 분야 업무 경력 3 - 10년 이상
• 드론 비행 조종이 가능하신 분
• 하드웨어/소프트웨어/기구/UX/고객 과실 등 문제의 범주를 잘 분류하고 기술적으로
  정확하게 서술하여 report하실 수 있는 분
• 현장에서 고객 및 본사와 영어로 업무 수행이 가능하신 분
• 여행을 좋아하고 비교적 잦은 해외 출장에 별다른 문제가 없으신 분
  (대개 한 지역에서 몇 주 혹은 수 개월 단위로 체류 예상)
• 문제가 발생된 긴장된 상황에서도 고객 친화적인 업무 대응이 가능하신 분","• 드론/로봇 분야 연구원 경력, QA 엔지니어 경력 등 우대
• Field support 업무 유경험자 우대
• 드론 조종사 자격증 보유하신 분
• 드론 자체 제작, 생산 및 조립, 많은 드론 비행 시간, 기계나 전자 장비를 매우 잘 
  다루시는 분
• 영어실력이 뛰어나신 분(원어민 혹은 그에 준하는 수준)
• 컴퓨터 활용 능력이 뛰어나신 분(모든 업무가 Google Workspace 기반으로 진행 됨)
• Issue tracking tool에 능숙하신 분(JIRA 사용 예정)","• 자율 출퇴근/재택 근무 병행,  수평적 조직 운영
• 호칭 ""님""으로 통일. 직급 체계 없음 
• 점심식사, 저녁식사 제공, 주차비 일부 지원
• 구성원들이 선택하는 여러 종류의 원두커피와 간식 제공
• 최상의 개발 환경 및 지원 체계
• 동종 업계 평균 이상의 처우를 기본으로 함
• 입사 후 개인별 수준에 맞춘 영어회화 프로그램 지원
• 개방적, 창조적, 미래 지향적 회사 분위기","Confluence
JIRA
Slack
Linux
Solidworks
RTOS
구글 문서
Altium
ROS
Altium Designer
Solidworks Simulation
NX Unigraphics","용인시 기흥구 기흥로 58-1, A동 504호(기흥ICT밸리 SK V1)",5852,11,자율 출퇴근 재택 근무 병행 수평 조직 운영 호칭 통일 직급 체계 점심식사 저녁식사 제공 차비 일부 지원 구성원 선택 여러 종류 커피 간식 제공 최상 개발 환경 지원 체계 업계 평균 처우 기본 입사 개인 수준 맞추다 영어 회화 프로그램 지원 개방 창조 미래 지향 회사 분위기 주업무 전자전기 회로설계 및 테스트 펌웨어 개발 지원 일반 회로 설계 경력자 북미 모바일 키친용 자동 조리기구 볶음 치킨 및 모바일 자동 키친 트럭 개발 STM F MCU 기반 시스템 제어보드 설계 자동제어 시스템 전장 설계 및 설치 센서 제어 및 신호 수집 회로 설계 부업무 인증 및 양산 지원 기술문서 작성자율 비행 드론 베이스 스테이션 고객 설치 업무 고객 사이트 시스템 초기 운용 상황 제어 발생 하드웨어 소프트웨어 기구 사항 취합 본사 간단하다 사항 현장 조치 해결 미주 유럽 지역 고객 출장 업무 본사 하드웨어 소프트웨어 기구 제품 개발 업무 협업 업무 수행 자율비행드론 베이스 스테이션 Web application SW 고객 site 설치 및 adaptation 업무 support 고객 사이트에서 시스템 초기 운용 상황 제어 및 field support Field 에서 발생하는 하드웨어 소프트웨어 기구 등 technical issue 사항 취합 및 본사에 보고 간단한 사항은 현장에서 조치 혹은 해결 미주 유럽 기타 지역 고객 site 출장 및 field support 업무 본사의 하드웨어 소프트웨어 기구 등 제품 개발팀에 대한 field support 업무 혹은 협업 업무 수행
하드웨어 엔지니어,https://www.wanted.co.kr/wd/112187,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F27344%2F2zm5itcv4dvxju9h__1080_790.jpg&w=1000&q=75,자율비행드론시스템 - 드론 조립 및 시험비행 담당,브룩허스트거라지,"• 자율비행드론 기체 조립 작업: 개발 단계 별 샘플 및 초기 소량 생산 제품 대응
• 드론 기체 비행 테스트: 조립된 드론의 초기 parameter setting 및 비행 성능 검수를
  위한 test 비행
• 베이스 스테이션 조립 작업: 개발 단계 별 샘플 및 초기 소량 생산 제품 대응
• 개발 팀과 밀접하게 협업","• 드론 자체 조립 혹은 드론 생산 경험 최소 2년 이상
• 드론 조종사 자격증 보유 하신 분
• 드론 기체 초기 parameter setting 및 문제 발생 시 기술적으로 잘 설명하실 수 있는 
  분","• 관련학과 학위 소지 하신 분
• Drone/RC 등 경험이 매우 많으신 분
• 업무 영어가 가능하신 분 (이메일 및 speaking)
• 국내 고객 site 출장이 가능하신 분 (필요 시)","• 정규직 채용(4대 보험 기본)
• 호칭 ""님""으로 통일. 직급 체계 없음
• 점심식사, 저녁식사 제공, 주차비 일부 지원
• 구성원들이 선택하는 여러 종류의 원두커피와 간식 제공
• 최상의 업무환경 및 지원 체계
• 동종 업계 평균 이상의 처우를 기본으로 함
• 개방적, 창조적, 미래 지향적 회사 분위기","Confluence
JIRA
Slack
Linux
Solidworks
RTOS
구글 문서
Altium
ROS
Altium Designer
Solidworks Simulation
NX Unigraphics","용인시 기흥구 기흥로 58-1, A동 504호(기흥ICT밸리 SK V1)",5852,11,정규직 채용 대다 보험 기본 호칭 통일 직급 체계 점심식사 저녁식사 제공 차비 일부 지원 구성원 선택 여러 종류 커피 간식 제공 최상 업무 환경 지원 체계 업계 평균 처우 기본 개방 창조 미래 지향 회사 분위기 주업무 전자전기 회로설계 및 테스트 펌웨어 개발 지원 일반 회로 설계 경력자 북미 모바일 키친용 자동 조리기구 볶음 치킨 및 모바일 자동 키친 트럭 개발 STM F MCU 기반 시스템 제어보드 설계 자동제어 시스템 전장 설계 및 설치 센서 제어 및 신호 수집 회로 설계 부업무 인증 및 양산 지원 기술문서 작성자율 비행 드론 기체 조립 작업 개발 단계 샘플 초기 소량 생산 제품 대응 드론 기체 비행 테스트 조립 드론 초기 비행 성능 검수 비행 베이스 스테이션 조립 작업 개발 단계 샘플 초기 소량 생산 제품 대응 개발 밀접하다 협업 자율비행드론 기체 조립 작업 개발 단계 별 샘플 및 초기 소량 생산 제품 대응 드론 기체 비행 테스트 조립된 드론의 초기 parameter setting 및 비행 성능 검수를 위한 test 비행 베이스 스테이션 조립 작업 개발 단계 별 샘플 및 초기 소량 생산 제품 대응 개발 팀과 밀접하게 협업
하드웨어 엔지니어,https://www.wanted.co.kr/wd/112119,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F27344%2F2zm5itcv4dvxju9h__1080_790.jpg&w=1000&q=75,자율비행드론 시스템 - BMS 및 Power electronics engineer,브룩허스트거라지,"• 드론용 배터리 팩 설계 및 구현:
   Li-ion, Li-Polymer battery pack, battery cell strategy and future roadmap
• BMS 회로 설계 및 구현
• 시스템 파워 분배 및 제어 체계 설계와 구현
• 드론 시스템 전체 (DC power), 베이스 스테이션 전체 (AC & DC power) power 
  budget planning 및 구현
• Field issue 발생 시 기술분야 업무 지원","• 배터리 혹은 power 개발 업무 3 - 12년 이상
• 학력: 관련 분야 전공 대졸 이상
• 업무영어 가능하신 분: 이메일 및 직접/화상 업무회의
• Altium 사용에 능숙하신 분","• Power 관련 제품 상용화 경험이 있거나 많으신 분
• 영어실력이 뛰어나신 분 (원어민 혹은 그에 준하는 수준)
• 석사과정 졸업 후 실무 경력 2년 이상
• 회로설계 및 firmware 개발 모두 가능하신 분
• CAN protocol 실전 경험이 많으신 분
• 컴퓨터 활용 능력 우수한 분 (모든 업무가 Google Workspace 기반으로 진행 됨)
• 전공: 기계·메카트로닉스·로봇, 전기·전자공학, 제어계측공학, 항공 공학 등 관련 학과","• 자율 출퇴근/재택 근무 병행,  수평적 조직 운영
• 호칭 ""님""으로 통일. 직급 체계 없음
• 점심식사, 저녁식사 제공, 주차비 일부 지원
• 구성원들이 선택하는 여러 종류의 원두커피와 간식 제공
• 최상의 개발 환경 및 지원 체계
• 동종 업계 평균 이상의 처우를 기본으로 함
• 입사 후 개인별 수준에 맞춘 영어회화 프로그램 지원
• 개방적, 창조적, 미래 지향적 회사 분위기","Confluence
JIRA
Slack
Linux
Solidworks
RTOS
구글 문서
Altium
ROS
Altium Designer
Solidworks Simulation
NX Unigraphics","용인시 기흥구 기흥로 58-1, A동 504호(기흥ICT밸리 SK V1)",5852,11,자율 출퇴근 재택 근무 병행 수평 조직 운영 호칭 통일 직급 체계 점심식사 저녁식사 제공 차비 일부 지원 구성원 선택 여러 종류 커피 간식 제공 최상 개발 환경 지원 체계 업계 평균 처우 기본 입사 개인 수준 맞추다 영어 회화 프로그램 지원 개방 창조 미래 지향 회사 분위기 주업무 전자전기 회로설계 및 테스트 펌웨어 개발 지원 일반 회로 설계 경력자 북미 모바일 키친용 자동 조리기구 볶음 치킨 및 모바일 자동 키친 트럭 개발 STM F MCU 기반 시스템 제어보드 설계 자동제어 시스템 전장 설계 및 설치 센서 제어 및 신호 수집 회로 설계 부업무 인증 및 양산 지원 기술문서 작성드론 배터리 설계 구현 회로 설계 구현 시스템 파워 분배 제어 체계 설계 구현 드론 시스템 전체 베이스 스테이션 전체 구현 발생 기술 분야 업무 지원 드론용 배터리 팩 설계 및 구현 Li ion Li Polymer battery pack battery cell strategy and future roadmap BMS 회로 설계 및 구현 시스템 파워 분배 및 제어 체계 설계와 구현 드론 시스템 전체 DC power 베이스 스테이션 전체 AC DC power power budget planning 및 구현 Field issue 발생 시 기술분야 업무 지원
하드웨어 엔지니어,https://www.wanted.co.kr/wd/90915,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F27344%2F2zm5itcv4dvxju9h__1080_790.jpg&w=1000&q=75,자율비행드론시스템 - 기구 및 자동화 설비 팀장급 (ME team lead),브룩허스트거라지,"• 기구설계 팀 팀장역할(Lead)
• 자체 개발 드론(멀티콥터) 기체 구조, 샘플 제작 및 양산 전 과정 주관
• Base station 자동화 설비 구조 설계, 샘플 제작 및 양산 전 과정 주관
• 외주 협력 업체 관리
• 한국 개발 팀 및 미국 본사 개발 팀과 협업","• 학력: 관련 분야 전공 대졸 이상
• 기구 및 자동화 설비 설계 경력 12 - 18년 이상
• CAD tool 사용에 능숙하신 분 (현재 당사는 SolidWorks 사용 중)
• 상용화/제품화 및 양산 경험이 있으신 분","• 업무 영어 가능하신 분 (이메일 및 팀 화상 회의)
• 영어 실력이 뛰어난 분 (원어민 혹은 그에 준하는 수준) 
• 석사과정 졸업 후 실무 경력 8년 이상
• 컴퓨터활용능력 우수한 분 (모든 업무가 Google Workspace 기반으로 진행 됨)
• 전공: 기계·메카트로닉스·로봇, 전기·전자공학, 제어계측공학, 항공 공학 등 관련 학과","• 자율 출퇴근/재택 근무 병행, 수평적 조직 운영
• 호칭 ""님""으로 통일. 직급 체계 없음
• 점심 식사, 저녁 식사 제공, 주차비 일부 지원
• 구성원들이 선택하는 여러 종류의 원두커피와 간식 제공
• 최상의 개발 환경 및 지원 체계
• 동종 업계 평균 이상의 처우를 기본으로 함
• 입사 후 개인별 수준에 맞춘 영어회화 프로그램 지원
• 개방적이고 미래 지향적인 회사 분위기","Confluence
JIRA
Slack
Linux
Solidworks
RTOS
구글 문서
Altium
ROS
Altium Designer
Solidworks Simulation
NX Unigraphics","용인시 기흥구 기흥로 58-1, A동 504호(기흥ICT밸리 SK V1)",5852,11,자율 출퇴근 재택 근무 병행 수평 조직 운영 호칭 통일 직급 체계 점심 식사 저녁 식사 제공 차비 일부 지원 구성원 선택 여러 종류 커피 간식 제공 최상 개발 환경 지원 체계 업계 평균 처우 기본 입사 개인 수준 맞추다 영어 회화 프로그램 지원 개방 미래 지향 회사 분위기 주업무 전자전기 회로설계 및 테스트 펌웨어 개발 지원 일반 회로 설계 경력자 북미 모바일 키친용 자동 조리기구 볶음 치킨 및 모바일 자동 키친 트럭 개발 STM F MCU 기반 시스템 제어보드 설계 자동제어 시스템 전장 설계 및 설치 센서 제어 및 신호 수집 회로 설계 부업무 인증 및 양산 지원 기술문서 작성기구설계 역할 자체 개발 드론 멀티콥터 기체 구조 샘플 제작 양산 과정 주관 자동화 설비 구조 설계 샘플 제작 양산 과정 주관 외주 협력 업체 관리 한국 개발 미국 본사 개발 협업 기구설계 팀 팀장역할 Lead 자체 개발 드론 멀티콥터 기체 구조 샘플 제작 및 양산 전 과정 주관 Base station 자동화 설비 구조 설계 샘플 제작 및 양산 전 과정 주관 외주 협력 업체 관리 한국 개발 팀 및 미국 본사 개발 팀과 협업
하드웨어 엔지니어,https://www.wanted.co.kr/wd/93875,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F22811%2F2whzq0v1gjap7bss__1080_790.jpg&w=1000&q=75,Network SW개발,플랜티넷,"• 네트워크 SW 연구개발
• 시스템 SW 연구개발","• 신입 (대졸이상)
• 전문연구요원 (석사이상 편입만 가능)","• 네트워크 관련 분야 대학원 전공자
• 네트워크 관련 SW 연구개발 경험자 (SDN, OpenFlow, NetworkOS 등)
• 시스템 SW 연구개발 경험자 (embedded system, OS kernel drive, firmware 등)
• 클라우드 플랫폼 개발 경험자 (Paas, laaS 등)","• 장기근속자 포상 
• 자유로운 연차 사용 (반차제도 운영)
• 주택구입 및 임차자금 지원 / 생활안정자금 지원 
• Refresh 휴가지원 
• 경조휴가 / 경조금 / 경조화환
• 제휴 휴양시설 이용 (이에스, 휘닉스, 대명리조트)
• 사내 동호회 운영지원
• 임직원 자녀 학자금 지원 (유치원 ~ 대학교)
• 종합 건강검진 비용 지원
• 조식 제공
• 본인 및 배우자 생일 / 결혼기념일/ 자녀 출산
• 우수직원 대학원 학자금 전액 지원
• 교육훈련비 지원
• 외국어 교육비 지원
• 안마의자 비치 / 남녀휴게실 운영
• 사내 카페테리아 운영
• 비데, 공기청정기 설치","AngularJS
MongoDB
Oracle
React
Redis
Spark
C#
CSS
Java
Python
SQL
C
Go
C++
NoSQL
Tomcat
RDBMS
PaaS
SDN",경기도 성남시 분당구 대왕판교로 670 유스페이스 2 A동 6층,5895,81,장기 근속 포상 자유롭다 연차 사용 차제 운영 주택 구입 임차 자금 지원 생활 안정 자금 지원 휴가 지원 조휴 화환 제휴 휴양 시설 이용 에스 휘닉스 대명 리조트 사내 동호회 운영 지원 직원 자녀 학자금 지원 유치원 대학교 종합 건강검진 비용 지원 조식 제공 본인 배우자 생일 결혼기념일 자녀 출산 우수 직원 대학원 학자금 전액 지원 교육 훈련 지원 외국어 교육비 지원 안마 의자 비치 남녀 휴게실 운영 사내 카페테리아 운영 비데 공기청정기 설치 주업무 전자전기 회로설계 및 테스트 펌웨어 개발 지원 일반 회로 설계 경력자 북미 모바일 키친용 자동 조리기구 볶음 치킨 및 모바일 자동 키친 트럭 개발 STM F MCU 기반 시스템 제어보드 설계 자동제어 시스템 전장 설계 및 설치 센서 제어 및 신호 수집 회로 설계 부업무 인증 및 양산 지원 기술문서 작성네트워크 연구개발 시스템 연구개발 네트워크 SW 연구개발 시스템 SW 연구개발
하드웨어 엔지니어,https://www.wanted.co.kr/wd/98241,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F29673%2Frqcuxbwpi3kznb4p__1080_790.jpg&w=1000&q=75,펌웨어 개발,쥬빌리바이오텍,"• 스마트 워치 펌웨어 개발.
• Analog/Digital 회로 이해.
• 라이브러리 작성.
• Bio sensor 알고리즘.
• Motor 제어 알고리즘.
• BLE 통신.
• Secure coding.
• 코드 최적화.","• 경력 : 5년 이상.
• 관련 개발 유경험자.","• 4대 보험 및 퇴직연금
• 자유로운 연차 / 반차 사용
• 회사의 성장과 함께 성장",없음,없음,"군포시 고산로 148번길 17(당정동, 군포IT밸리)",4013,8,주업무 전자전기 회로설계 및 테스트 펌웨어 개발 지원 일반 회로 설계 경력자 북미 모바일 키친용 자동 조리기구 볶음 치킨 및 모바일 자동 키친 트럭 개발 STM F MCU 기반 시스템 제어보드 설계 자동제어 시스템 전장 설계 및 설치 센서 제어 및 신호 수집 회로 설계 부업무 인증 및 양산 지원 기술문서 작성스마트 워치 펌웨어 개발 회로 이해 라이브러리 작성 알고리즘 제어 알고리즘 통신 코드 최적화 스마트 워치 펌웨어 개발 Analog Digital 회로 이해 라이브러리 작성 Bio sensor 알고리즘 Motor 제어 알고리즘 BLE 통신 Secure coding 코드 최적화
하드웨어 엔지니어,https://www.wanted.co.kr/wd/91237,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F28001%2F33i4tsmktw2b2ldk__1080_790.jpg&w=1000&q=75,IBM AIX / Redhat 엔지니어(청내공 가능),포스인포텍,"• IT 인프라 구축 및 유지보수
- IBM UNIX 서버 및 스토리지
- Lenovo/DellEMC x86 서버
- REDHAT Linux",• 운전면허증 소지자,"• 컴퓨터관련학과
• Red Hat RHCSA, RHCE 특급우대
• 정보처리 기능사/기사","• 청내공 가입 가능
• 동종업계와 차별화_주말 및 야간근무 없음 
• 출장 전후 근무시간 단축 
• 복장 자유 
• 연말 성과급 
• 통신비 지원 
• 생일상품권 
• 경조사 지원 
• 건강 검진 지원 
• 문화 회식(공연 및 전시등)","서버
Storage
가상화
Windows 서버
RedHat
시스템 관리
스토리지 솔루션
X86
시스템 구축
IBM AIX
Dell PowerEdge Server
IBM 서버",서울시 서초구 서초중앙로24길 27 318호,없음,없음,내공 가입 가능 종업 차별 주말 야간 근무 출장 근무시간 단축 복장 자유 연말 성과급 통신비 지원 생일 상품권 경조사 지원 건강 검진 지원 문화 회식 공연 전시 주업무 전자전기 회로설계 및 테스트 펌웨어 개발 지원 일반 회로 설계 경력자 북미 모바일 키친용 자동 조리기구 볶음 치킨 및 모바일 자동 키친 트럭 개발 STM F MCU 기반 시스템 제어보드 설계 자동제어 시스템 전장 설계 및 설치 센서 제어 및 신호 수집 회로 설계 부업무 인증 및 양산 지원 기술문서 작성인프라 구축 유지 보수 서버 스토리 서버 IT 인프라 구축 및 유지보수 IBM UNIX 서버 및 스토리지 Lenovo DellEMC x 서버 REDHAT Linux
하드웨어 엔지니어,https://www.wanted.co.kr/wd/76542,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F24757%2Famz890ouptljjjcv__1080_790.jpg&w=1000&q=75,FPGA RTL 엔지니어,테크플렉스,"• 차세대 이동통신 모뎀 FPGA 플랫폼의 고속 인터페이스 및 AFE 인터페이스 개발
• 5G 중계기 신호처리 FPGA 개발","• Xilinx VIVADO 사용 경험자
• Verilog 사용","• 4대보험/경조사/연차
• 식사/카페테리아",없음,없음,대전광역시 유성구 덕명로71번길,4540,13,주업무 전자전기 회로설계 및 테스트 펌웨어 개발 지원 일반 회로 설계 경력자 북미 모바일 키친용 자동 조리기구 볶음 치킨 및 모바일 자동 키친 트럭 개발 STM F MCU 기반 시스템 제어보드 설계 자동제어 시스템 전장 설계 및 설치 센서 제어 및 신호 수집 회로 설계 부업무 인증 및 양산 지원 기술문서 작성차세대 이동통신 모뎀 플랫폼 고속 인터페이스 인터페이스 개발 중계기 신호처리 개발 차세대 이동통신 모뎀 FPGA 플랫폼의 고속 인터페이스 및 AFE 인터페이스 개발 G 중계기 신호처리 FPGA 개발
하드웨어 엔지니어,https://www.wanted.co.kr/wd/99370,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F27943%2F8jqq3y5rlzycwgue__1080_790.jpg&w=1000&q=75,광학 시스템 설계,오토엘(AutoL),"• 광학 설계 (Light Tools, Code V 등)
• 라이다 광학 평가 및 분석","• 학사 이상의 학위 소지자(석박사 우대)
• 해외 여행에 결격 사유가 없으신 분
• 남성은 병역필 또는 면제되신 분

• 원활한 커뮤니케이션 능력
• 광학/물리/광전자/광학시스템 등 관련 공학계열
• 레이저 광학, 포토닉스, 광전자학 경력","• 원활한 커뮤니케이션 능력
• 광학/물리/광전자/광학시스템 등 관련 계열
• 카메라 광학 설계 경험","• 점심식사 제공, 음료제공(차, 커피)
• 휴게실, 수면실, 회의실, 카페테리아, 사무용품 지급
• 유연 근무제 (10시~3시 코어 근무 타임) 및 여름휴가 제도","C#
C
C++
FPGA
광학
회로 설계
Embedded Linux
ORCAD
Xilinx
Embedded C
PADS
LiDAR
회로 시뮬레이션
Xilinx ISE
FPGA 프로토 타이핑
회로 테스트
PADS Layout",경기도 성남시 수정구 금토로 80번길 11 판교이노베이션랩(지식산업센터) 305호,5766,13,점심식사 제공 음료 제공 커피 휴게실 수면 회의실 카페테리아 사무 용품 지급 유연 무제 코어 근무 타임 여름 휴가 제도 주업무 전자전기 회로설계 및 테스트 펌웨어 개발 지원 일반 회로 설계 경력자 북미 모바일 키친용 자동 조리기구 볶음 치킨 및 모바일 자동 키친 트럭 개발 STM F MCU 기반 시스템 제어보드 설계 자동제어 시스템 전장 설계 및 설치 센서 제어 및 신호 수집 회로 설계 부업무 인증 및 양산 지원 기술문서 작성광학 설계 라이 광학 평가 분석 광학 설계 Light Tools Code V 등 라이다 광학 평가 및 분석
